frecuencia (rad/s),magnitud (dB),fase (grados)
11.224505680853065,-124.04596945394056,92.37819827659229
11.39872266616052,-124.44718003432881,92.34186537147639
11.57564369553304,-124.84839447063791,92.30608708686377
11.755310738783693,-125.24961264607842,92.27085497702723
11.937766417144363,-125.65083444739302,92.23616072392412
12.123054013376523,-126.05205976475008,92.20199613530785
12.311217482038902,-126.4532884916403,92.1683531428654
12.502301459914554,-126.85452052477638,92.13522380038054
12.696351276599735,-127.25575576399605,92.10260028192263
12.89341296525715,-127.65699411216751,92.0704748800606
13.093533273536101,-128.05823547509814,92.03884000410184
13.29675967466212,-128.4594797614457,92.00768817835582
13.50314037869873,-128.86072688263224,91.97701204042204
13.712724343984002,-129.26197675276083,91.94680433950205
13.925561288744627,-129.66322928853427,91.91705793473551
14.141701702890233,-130.06448440917688,91.88776579355961
14.36119685999078,-130.46574203635814,91.85892099009173
14.584098829439856,-130.8670020941189,91.83051670353538
14.810460488806747,-131.26826450879972,91.80254621660862
15.040335536380244,-131.6695292089713,91.77500291399501
15.273778503907133,-132.07079612536725,91.74788028081687
15.510844769528397,-132.47206519081857,91.72117190113016
15.751590570916221,-132.87333634019024,91.69487145644142
15.996073018614878,-133.27460951031986,91.66897272424566
16.24435010958867,-133.6758846399579,91.64346957658567
16.496480740980207,-134.07716166970982,91.61835597863197
16.752524724082154,-134.47844054198015,91.59362598728349
17.012542798525892,-134.8797212009179,91.56927374978842
17.276596646690365,-135.28100359236387,91.54529350238516
17.544748908334597,-135.6822876637995,91.52167956896317
17.817063195457308,-136.08357336429722,91.49842635974302
18.093604107387165,-136.48486064447223,91.47552836997622
18.374437246107266,-136.88614945643593,91.45298017866355
18.65962923181746,-137.28743975375065,91.43077644729256
18.949247718738217,-137.68873149138568,91.40891191859329
19.2433614111598,-138.0900246256747,91.38738141531245
19.542040079740534,-138.49131911427446,91.3661798390056
19.845354578058032,-138.89261491612487,91.34530216884698
20.15337685941733,-139.29391199141003,91.32474346045699
20.466179993919898,-139.69521030152052,91.304498844747
20.783838185797574,-140.09650980901708,91.28456352678121
21.106426791015547,-140.49781047759495,91.26493278465513
21.43402233514857,-140.8991122720497,91.24560196839097
21.76670253153459,-141.30041515824382,91.22656649884928
22.104546299710215,-141.70171910307442,91.20782186665659
22.44763378413224,-142.10302407444195,91.1893636311492
22.796046373189796,-142.50433004121967,91.17118741933244
23.14986671851161,-142.9056369732245,91.15328892485567
23.50917875457287,-143.30694484118797,91.13566390700224
23.87406771860647,-143.70825361672905,91.1183081896947
24.244620170823282,-144.10956327232685,91.10121766051482
24.620924014946254,-144.51087378129472,91.08438826973806
25.003068519063238,-144.91218511775503,91.06781602938278
25.39114433680347,-145.3134972566146,91.05149701227327
25.785243528842738,-145.71481017354094,91.03542735111714
26.185459584742325,-146.11612384493918,91.01960323759619
26.591887445126936,-146.51743824792982,91.0040209214713
27.00462352420682,-146.9187533603269,90.98867670970019
27.423765732649496,-147.32006916061715,90.97356696556896
27.849413500806442,-147.72138562793947,90.95868810783624
28.281667802300323,-148.1227027420653,90.94403660989042
28.72063117797828,-148.52402048337927,90.92960899891945
29.16640776023704,-148.9253388328609,90.91540185509308
29.619103297725534,-149.32665777206623,90.90141181075752
30.07882518043099,-149.7279772831106,90.88763554964204
30.545682465154318,-150.12929734865162,90.87406980607766
31.019785901380967,-150.53061795187273,90.8607113642275
31.50124795755328,-150.9319390764673,90.84755705732883
31.99018284775064,-151.33326070662304,90.83460376694634
32.486706558783744,-151.73458282700722,90.82184842223705
32.99093687770939,-152.13590542275202,90.80928799922573
33.502993419772295,-152.53722847944042,90.79691952009186
34.02299765678068,-152.9385519830926,90.78474005246696
34.55107294592218,-153.3398759201526,90.77274670874257
35.08734455902713,-153.74120027747563,90.76093664538901
35.631939712285856,-154.1425250423154,90.74930706228382
36.18498759642748,-154.54385020231223,90.73785520205101
36.7466194073669,-154.94517574548115,90.72657834940986
37.316968377327534,-155.3465016602007,90.71547383053382
37.896169806447176,-155.7478279352018,90.70453901241883
38.48436109487431,-156.1491545595572,90.69377130226157
39.08168177536266,-156.5504815226709,90.68316814684681
39.68827354637164,-156.95180881426833,90.67272703194416
40.30428030568053,-157.3531364243865,90.66244548171402
40.9298481845244,-157.7544643433645,90.65232105812242
41.5651255822599,-158.15579256183446,90.64235136036476
42.210263201569006,-158.55712107071258,90.63253402429835
42.86541408420927,-158.95844986119062,90.6228667218835
43.5307336473189,-159.35977892472732,90.61334716063305
44.20637972028532,-159.7611082530406,90.60397308307034
44.89251258218605,-160.16243783809952,90.59474226619534
45.58929499981062,-160.56376767211663,90.58565252095893
46.29689226627266,-160.9650977475408,90.5767016917451
47.01547224022132,-161.36642805704975,90.56788765586107
47.745205385661286,-161.7677585935434,90.55920832303516
48.48626481239081,-162.16908935013691,90.55066163492224
49.23882631706739,-162.57042032015437,90.54224556461662
50.00306842491092,-162.97175149712223,90.53395811617263
50.77917243205401,-163.37308287476336,90.52579732413211
51.56732244854966,-163.77441444699093,90.51776125305939
52.36770544204653,-164.1757462079028,90.50984799708314
53.180511282142,-164.57707815177577,90.5020556794453
54.00593278542371,-164.97841027306026,90.49438245205687
54.84416576121018,-165.37974256637506,90.48682649506027
55.69540905800133,-165.78107502650204,90.4793860163987
56.55986461065005,-166.18240764838148,90.47205925139177
57.43773748826584,-166.58374042710702,90.46484446231764
58.329235942862034,-166.98507335792115,90.45773993800161
59.234571458758026,-167.38640643621068,90.45074399341092
60.153958802748356,-167.7877396575023,90.44385496925572
61.08761607505036,-168.18907301745838,90.43707123159605
62.035764761042714,-168.5904065118729,90.43039117145499
62.9986297838069,-168.99174013666743,90.42381320443742
63.97643955748427,-169.3930738878871,90.41733577035492
64.96942604146122,-169.7944077616972,90.41095733285611
65.97782479539536,-170.1957417543791,90.40467637906265
67.00187503509586,-170.59707586232716,90.39849141921106
68.04181968927098,-170.99841008204504,90.39240098629956
69.09790545715641,-171.39974441014243,90.38640363574073
70.17038286703826,-171.80107884333182,90.38049794501912
71.25950633568407,-172.20241337842552,90.37468251335426
72.36553422869653,-172.6037480123324,90.36895596136878
73.48872892180384,-173.00508274205524,90.36331693076158
74.62935686310134,-173.4064175646876,90.35776408398591
75.78768863625926,-173.8077524774112,90.35229610393247
76.96399902471158,-174.20908747749337,90.34691169361733
78.15856707684091,-174.61042256228424,90.34160957587449
79.37167617217551,-175.01175772921425,90.33638849305326
80.60361408861345,-175.41309297579193,90.33124720672019
81.8546730706903,-175.81442829960127,90.32618449736562
83.12514989890632,-176.2157636982996,90.32119916411452
84.41534596012986,-176.61709916961527,90.316290024442
85.72556731909324,-177.01843471134555,90.31145591389293
87.05612479099865,-177.41977032135455,90.30669568580603
88.40733401525063,-177.82110599757112,90.302008211042
89.77951553033323,-178.22244173798697,90.29739237771585
91.17299484984922,-178.62377754065474,90.29284709093345
92.58810253973955,-179.02511340368605,90.28837127253185
94.02517429670132,-179.4264493252499,90.28396386082377
95.48455102782293,-179.8277853035708,90.27962381034601
96.9665789314552,-180.22912133692714,90.27535009161139
98.47160957933774,-180.63045742364943,90.27114169086485
100.0,-181.03179356211888,90.26699760984305
